,Before,After
0,7.003709772834627,6.538802014615103
1,-28.415083828349108,-31.3554385892878
2,31.98603678897857,31.24785376596801
3,-1.3336001528913148,-5.305769312307997
4,30.138613662395805,27.049597671478708
5,-550.9943930008119,-559.493219458522
6,-378.9282346119228,-381.9537373988076
7,50.09735099972646,48.17889215667958
8,-12.099289887869329,-14.985261805958919
9,-540.5560163810701,-560.4602306715702
10,-198.7617126450815,-201.99911408385563
11,-908.6720201732877,-916.130081658544
12,2.7958233476614587,-1.83687589664195
13,34.82811639517715,33.198391330073534
14,-107.12525918607996,-109.21729960633459
15,-1093.397882358286,-1130.0318779517538
16,37.77137057631373,35.65676749518659
17,41.4765977162923,38.56453931158992
18,-401.5694575687191,-417.3955922108243
19,-163.63474068903002,-168.82815760595108
20,-132.42389070518078,-137.78591509667606
21,-144.68706710700152,-148.68448122422802
22,64.47107671787805,64.06721445835625
23,-210.69881696854935,-229.349393379117
24,-209.0944498357256,-211.8570936325271
25,-50.99257705159908,-54.471274283664236
26,-13.63666327075042,-15.562956004950705
27,-143.1485522289819,-146.95236716503973
28,-24.804264330992723,-32.99376441368603
29,-32.32257344300619,-34.38177093677684
30,-349.60551109783455,-362.3341775312461
31,20.273104240596233,18.880980680219526
32,16.304285991510138,10.649568460513741
33,-3273.302394055805,-3307.2378340599917
34,-382.40119623433617,-393.56253557715894
35,-17.270782240220946,-19.02250451406843
36,-37.17206143023056,-44.735545798154845
37,-587.7342540697841,-606.7035403680861
38,-1119.1428614927531,-1147.9963901753135
39,-0.11346667981315539,-2.603476216706287
40,-123.47641274618083,-124.61407996689744
41,-155.92145838318925,-165.97343392070096
42,-241.4833180124306,-256.22408295965624
43,-222.39904797685847,-227.4666541380712
44,-0.2647368973521744,-1.782451808601708
45,-78.55968317710989,-83.4628828252038
46,-24.47825762731022,-29.98960517896863
47,18.092904868907933,14.935106697779814
48,80.11201929576934,79.32554974773151
49,-63.490433083528906,-67.03444858087164
50,-1785.5793031442681,-1846.0770119594338
51,-2388.57542875125,-2437.6718663501474
52,51.33269703378035,47.783291268979724
53,-70.70070180017083,-75.22307839507819
54,-0.33763749799513976,-0.8714001937008471
55,22.247333791063344,19.968545341420587
56,-4.843270998497942,-5.168085791303873
57,-3.1675398500257987,-9.13684918911639
58,71.67910013880733,71.2971234275117
59,36.70081809961151,33.97959222802719
60,26.57371364525074,26.00245266912102
61,-65.12306473016415,-72.50233999598589
62,-90.07693422794816,-95.55238710013924
63,-164.02597507563206,-168.4151686973992
64,-691.225661349932,-725.3738143235123
65,-653.3896038681487,-665.8384593423618
66,-18.0685162975478,-20.574379883459805
67,-522.8388857312146,-526.8137389826003
68,-572.9390287209252,-583.2534337121693
69,47.28824678772111,46.87563640504112
70,61.58084671166507,60.62546712708018
71,-321.1579369550962,-325.53765021067164
72,3.2998059830572517,0.82701605880277
73,-339.1664831448891,-342.8747974632025
74,-301.7288381814561,-309.8706043472615
75,-409.5794042311273,-422.3179360728555
76,-49.99315407021139,-53.104527810264784
77,-28.171958211323595,-31.818095123799832
78,-183.79582643888708,-191.45142974457215
79,36.12260877681444,35.84590280213071
80,28.52180451948788,28.52180451948788
81,38.60687385409735,37.5206407794612
82,22.62635050076045,18.672835883261317
83,-85.80999705120712,-90.93631293287041
84,-40.670842096430576,-43.44203221855167
85,49.13119269193544,48.51491944038758
86,81.58673787757165,81.5544440729621
87,-155.31911720252432,-167.14325940945045
88,-349.30842403087394,-357.87486205682075
